TrueTheta,KalmanTheta,ThetaErrorVariance,,,TrueThetaDot,KalmanThetaDot,ThetaDotErrorVariance
-0.0070810263818781366,-0.004888933514681227,2.933349333093336,,,0.007401509395854665,-0.004888933514681227,10.999985000224997
-0.007192049022815956,-0.0062468367669066644,3.0552637815640153,,,-0.037952834508746494,-0.0062468367669066644,20.998298592716885
-0.006622756505184759,-0.006568342000425719,3.062198833024965,,,-0.05086533856914067,-0.006568342000425719,30.990916540247113
-0.005859776426647649,-0.006643763768752698,3.0627746458962797,,,-0.05436819380508526,-0.006643763768752698,40.97332141104519
-0.005044253519571371,-0.001556422519435283,3.06300397110771,,,-0.05577816328027172,-0.001556422519435283,50.94099082466365
-0.004207581070367295,-0.0003636202270614075,3.0632146947557484,,,-0.007824183662216058,-0.0003636202270614075,60.8894585846462
-0.0040902183154340535,-8.395194237120784e-05,3.063424115244418,,,0.004093735829357308,-8.395194237120784e-05,70.81430904072971
-0.004151624352874413,-0.005124455347280483,3.063632946744537,,,0.007580054659801354,-0.005124455347280483,80.71117459423024
-0.004265325172771434,-0.0063062730622626476,3.063841107431289,,,-0.03991741597360442,-0.0063062730622626476,90.57573922291884
-0.0036665639331673675,-0.006583365075651848,3.0640484997382718,,,-0.05187186019233325,-0.006583365075651848,100.40374454623614
-0.0028884860302823686,-0.006648330670300549,3.0642550328169573,,,-0.05563384363292496,-0.006648330670300549,110.1909966101652
-0.002053978375788494,-0.006663559885861453,3.064460619089992,,,-0.05760915261138457,-0.006663559885861453,119.93337272042601
-0.0011898410866177257,-0.0015593333859090595,3.0646651730661265,,,-0.05931489353679924,-0.0015593333859090595,129.6268280969592
-0.00030011768356573714,-0.0003625831765978235,3.0648686111382073,,,-0.012064398089705997,-0.0003625831765978235,139.26740226800572
-0.00011915171222014718,-8.19974890056064e-05,3.065070851631468,,,-0.0009815218436342067,-8.19974890056064e-05,148.85122516677006
-0.00010442888456563409,-1.6220262071073444e-05,3.0652718149065663,,,0.001627512593275739,-1.6220262071073444e-05,158.3745229077151
-0.00012884157346477017,-8.085296404992619e-07,3.0654714234699156,,,0.002255933887457424,-8.085296404992619e-07,167.83362322482913
-0.00016268058177663154,2.7937095529042525e-06,3.065669602079957,,,0.0024262076581887835,2.7937095529042525e-06,177.2249605571028
-0.0001990736966494633,3.6264659822694204e-06,3.065866277846535,,,0.0024953536453696714,3.6264659822694204e-06,186.54508076873455
